n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s,theta_NO_numba_s,theta_BH_numba_s
2,41,5.299996701069176e-06,1.6900004993658513e-05,1.68999977177009e-05,1.649999467190355e-05,2.2199994418770075e-05,3.3399999665562063e-05,2.6000052457675338e-06,3.000001015607268e-06
2,42,5.400004738476127e-06,1.679999695625156e-05,1.630000042496249e-05,1.5600002370774746e-05,2.170000516343861e-05,3.239999932702631e-05,2.299995685461909e-06,2.7999994927085936e-06
2,43,5.099995178170502e-06,1.6600002709310502e-05,1.6199999663513154e-05,1.5600002370774746e-05,2.1299994841683656e-05,3.220000508008525e-05,2.199994924012572e-06,2.90000025415793e-06
2,44,5.000001692678779e-06,1.6600002709310502e-05,3.390000347280875e-05,1.5799996617715806e-05,3.890000516548753e-05,3.239999932702631e-05,2.3999964469112456e-06,3.000001015607268e-06
2,45,5.200003215577453e-06,1.7499995010439306e-05,1.7400001524947584e-05,1.6000005416572094e-05,2.260000474052504e-05,3.35000004270114e-05,2.3000029614195228e-06,2.90000025415793e-06
2,46,5.30000397702679e-06,1.68999977177009e-05,1.6500001947861165e-05,1.5599995094817132e-05,2.1800005924887955e-05,3.249999281251803e-05,2.2000021999701858e-06,2.90000025415793e-06
2,47,5.100002454128116e-06,1.6999998479150236e-05,1.6600002709310502e-05,1.5700003132224083e-05,2.170000516343861e-05,3.270000161137432e-05,2.2000021999701858e-06,2.7999994927085936e-06
2,48,5.099995178170502e-06,1.700000575510785e-05,1.6099998902063817e-05,1.5799996617715806e-05,2.119999408023432e-05,3.2800002372823656e-05,2.2000021999701858e-06,2.90000025415793e-06
2,49,5.000001692678779e-06,1.6999998479150236e-05,3.440000000409782e-05,1.6500001947861165e-05,3.94000016967766e-05,3.35000004270114e-05,2.3000029614195228e-06,2.90000025415793e-06
2,50,5.30000397702679e-06,1.720000000204891e-05,1.6400001186411828e-05,1.5600002370774746e-05,2.170000516343861e-05,3.2800002372823656e-05,2.2000021999701858e-06,2.90000025415793e-06
2,51,5.000001692678779e-06,1.6800004232209176e-05,1.6099998902063817e-05,1.5300000086426735e-05,2.11000005947426e-05,3.210000431863591e-05,2.1000014385208488e-06,4.2000028770416975e-06
2,52,5.000001692678779e-06,1.809999957913533e-05,1.7300000763498247e-05,1.6400001186411828e-05,2.2300002456177023e-05,3.450000076554716e-05,2.4999972083605826e-06,3.0999945010989904e-06
2,53,5.399997462518513e-06,1.7099999240599573e-05,1.6399993910454214e-05,1.6500001947861165e-05,2.1799991372972727e-05,3.360000118846074e-05,2.199994924012572e-06,2.999993739649653e-06
2,54,5.49999822396785e-06,1.7099999240599573e-05,3.719999949680641e-05,1.649999467190355e-05,4.269999772077426e-05,3.359999391250312e-05,2.3000029614195228e-06,2.90000025415793e-06
2,55,5.500005499925464e-06,1.720000000204891e-05,1.6200006939470768e-05,1.580000389367342e-05,2.1700012439396232e-05,3.300000389572233e-05,2.199994924012572e-06,2.90000025415793e-06
2,56,5.199995939619839e-06,1.6999998479150236e-05,1.630000042496249e-05,1.5600002370774746e-05,2.149999636458233e-05,3.260000084992498e-05,2.199994924012572e-06,2.90000025415793e-06
2,57,5.000001692678779e-06,1.679999695625156e-05,3.629999991972e-05,1.6600002709310502e-05,4.130000161239877e-05,3.3399999665562063e-05,2.3999964469112456e-06,3.000001015607268e-06
2,58,5.299996701069176e-06,1.7299993487540632e-05,3.410000499570742e-05,1.6400001186411828e-05,3.94000016967766e-05,3.369999467395246e-05,2.299995685461909e-06,2.90000025415793e-06
2,59,5.299996701069176e-06,1.7099999240599573e-05,1.6500001947861165e-05,1.5900004655122757e-05,2.179999864893034e-05,3.300000389572233e-05,2.299995685461909e-06,2.7999994927085936e-06
2,60,5.30000397702679e-06,1.6699996194802225e-05,3.429999924264848e-05,1.580000389367342e-05,3.960000321967527e-05,3.2500000088475645e-05,2.299995685461909e-06,2.90000025415793e-06
2,61,5.500005499925464e-06,1.7599995771888644e-05,3.60000049113296e-05,1.679999695625156e-05,4.150001041125506e-05,3.4399992728140205e-05,2.90000025415793e-06,3.000001015607268e-06
2,62,5.599998985417187e-06,1.7300000763498247e-05,3.4900003811344504e-05,1.6400001186411828e-05,4.050000279676169e-05,3.3700001949910074e-05,2.299995685461909e-06,3.000001015607268e-06
2,63,5.399997462518513e-06,1.750000228639692e-05,3.670000296551734e-05,1.6999998479150236e-05,4.2100000428035855e-05,3.450000076554716e-05,2.2000021999701858e-06,2.90000025415793e-06
2,64,5.399997462518513e-06,1.7400001524947584e-05,3.460000152699649e-05,1.68999977177009e-05,3.9999998989515007e-05,3.429999924264848e-05,2.2000021999701858e-06,2.90000025415793e-06
2,65,5.100002454128116e-06,1.7099999240599573e-05,1.670000347075984e-05,1.5799996617715806e-05,2.1800005924887955e-05,3.289999585831538e-05,2.199994924012572e-06,2.90000025415793e-06
2,66,5.30000397702679e-06,1.679999695625156e-05,3.599999763537198e-05,1.679999695625156e-05,4.130000161239877e-05,3.359999391250312e-05,2.3000029614195228e-06,2.7999994927085936e-06
2,67,5.49999822396785e-06,1.7600003047846258e-05,3.550000110408291e-05,1.679999695625156e-05,4.099999932805076e-05,3.440000000409782e-05,2.2000021999701858e-06,3.000001015607268e-06
2,68,5.49999822396785e-06,1.7400001524947584e-05,3.4699995012488216e-05,1.670000347075984e-05,4.019999323645607e-05,3.410000499570742e-05,2.1000014385208488e-06,2.90000025415793e-06
2,69,5.30000397702679e-06,1.679999695625156e-05,1.670000347075984e-05,1.5900004655122757e-05,2.200000744778663e-05,3.270000161137432e-05,2.199994924012572e-06,3.000001015607268e-06
2,70,4.900000931229442e-06,1.68999977177009e-05,1.6199999663513154e-05,1.5600002370774746e-05,2.11000005947426e-05,3.2500000088475645e-05,2.2000021999701858e-06,2.7999994927085936e-06
2,71,5.099995178170502e-06,1.7099999240599573e-05,3.3299998904112726e-05,1.630000042496249e-05,3.839999408228323e-05,3.3399999665562063e-05,2.299995685461909e-06,2.90000025415793e-06
2,72,5.399997462518513e-06,1.700000575510785e-05,3.429999924264848e-05,1.599999814061448e-05,3.9699996705167e-05,3.300000389572233e-05,2.299995685461909e-06,3.000001015607268e-06
2,73,5.399997462518513e-06,1.6999998479150236e-05,1.630000042496249e-05,1.5600002370774746e-05,2.1699997887481004e-05,3.260000084992498e-05,2.3000029614195228e-06,3.900000592693687e-06
2,74,5.099995178170502e-06,1.6900004993658513e-05,3.51999988197349e-05,1.6199999663513154e-05,4.02999939979054e-05,3.310000465717167e-05,2.3000029614195228e-06,2.90000025415793e-06
2,75,5.200003215577453e-06,1.739999424898997e-05,3.4199998481199145e-05,1.6099998902063817e-05,3.94000016967766e-05,3.3499993151053786e-05,2.299995685461909e-06,2.7999994927085936e-06
2,76,5.400004738476127e-06,1.720000000204891e-05,1.790000533219427e-05,1.5700003132224083e-05,2.33000100706704e-05,3.290000313427299e-05,2.2000021999701858e-06,2.7999994927085936e-06
2,77,5.100002454128116e-06,1.6699996194802225e-05,1.6199999663513154e-05,1.5700003132224083e-05,2.130000211764127e-05,3.239999932702631e-05,2.199994924012572e-06,2.90000025415793e-06
2,78,4.899993655271828e-06,1.6699996194802225e-05,1.599999814061448e-05,1.9800005247816443e-05,2.0899991795886308e-05,3.650000144261867e-05,2.2000021999701858e-06,2.90000025415793e-06
2,79,5.100002454128116e-06,1.68999977177009e-05,1.630000042496249e-05,1.550000160932541e-05,2.1400002879090607e-05,3.239999932702631e-05,2.1000014385208488e-06,2.7999994927085936e-06
2,80,4.900000931229442e-06,1.6599995433352888e-05,1.5600002370774746e-05,1.550000160932541e-05,2.0500003302004188e-05,3.2099997042678297e-05,2.0999941625632346e-06,2.7000060072168708e-06
2,81,4.900000931229442e-06,1.68999977177009e-05,3.580000338843092e-05,1.610000617802143e-05,4.0700004319660366e-05,3.300000389572233e-05,2.6000052457675338e-06,2.90000025415793e-06
2,82,5.200003215577453e-06,1.6599995433352888e-05,1.599999814061448e-05,1.569999585626647e-05,2.1200001356191933e-05,3.229999128961936e-05,2.2000021999701858e-06,2.90000025415793e-06
2,83,5.000001692678779e-06,1.630000042496249e-05,1.599999814061448e-05,1.569999585626647e-05,2.099999983329326e-05,3.199999628122896e-05,2.1000014385208488e-06,2.6999987312592566e-06
2,84,5.000001692678779e-06,1.649999467190355e-05,3.360000118846074e-05,1.6199999663513154e-05,3.860000288113952e-05,3.2699994335416704e-05,2.2000021999701858e-06,2.90000025415793e-06
2,85,5.099995178170502e-06,1.720000000204891e-05,1.6399993910454214e-05,1.580000389367342e-05,2.149998908862472e-05,3.300000389572233e-05,2.299995685461909e-06,2.7999994927085936e-06
2,86,5.000001692678779e-06,1.6800004232209176e-05,3.460000152699649e-05,1.7300000763498247e-05,3.960000321967527e-05,3.410000499570742e-05,2.299995685461909e-06,2.90000025415793e-06
2,87,5.200003215577453e-06,1.7300000763498247e-05,1.6500001947861165e-05,1.5400000847876072e-05,2.170000516343861e-05,3.270000161137432e-05,2.199994924012572e-06,2.90000025415793e-06
2,88,4.900000931229442e-06,1.6400001186411828e-05,1.580000389367342e-05,1.5400000847876072e-05,2.0700004824902862e-05,3.18000020342879e-05,2.2000021999701858e-06,2.90000025415793e-06
2,89,4.900000931229442e-06,1.6600002709310502e-05,3.319999814266339e-05,1.5899997379165143e-05,3.809999907389283e-05,3.2500000088475645e-05,2.2000021999701858e-06,2.90000025415793e-06
2,90,5.099995178170502e-06,1.6800004232209176e-05,1.6099998902063817e-05,1.5199999324977398e-05,2.119999408023432e-05,3.2000003557186574e-05,2.000000677071512e-06,2.7999994927085936e-06
2,91,5.000001692678779e-06,1.6400001186411828e-05,1.5700003132224083e-05,1.5199999324977398e-05,2.0700004824902862e-05,3.1600000511389226e-05,2.1000014385208488e-06,2.90000025415793e-06
2,92,5.000001692678779e-06,1.630000042496249e-05,3.289999585831538e-05,1.5799996617715806e-05,3.789999755099416e-05,3.2099997042678297e-05,2.2000021999701858e-06,3.000001015607268e-06
2,93,5.100002454128116e-06,1.6999998479150236e-05,3.310000465717167e-05,1.6099998902063817e-05,3.820000711129978e-05,3.309999738121405e-05,2.299995685461909e-06,2.90000025415793e-06
2,94,5.100002454128116e-06,1.6599995433352888e-05,1.610000617802143e-05,1.5300000086426735e-05,2.1200008632149547e-05,3.189999551977962e-05,2.199994924012572e-06,2.90000025415793e-06
2,95,4.400004399940372e-06,1.3999997463542968e-05,1.720000000204891e-05,1.6099998902063817e-05,2.160000440198928e-05,3.0099996365606785e-05,2.4999972083605826e-06,2.800006768666208e-06
2,96,5.099995178170502e-06,1.6900004993658513e-05,1.769999653333798e-05,1.6099998902063817e-05,2.2799991711508483e-05,3.300000389572233e-05,2.199994924012572e-06,2.7999994927085936e-06
2,97,5.000001692678779e-06,1.679999695625156e-05,1.6400001186411828e-05,1.5300000086426735e-05,2.1400002879090607e-05,3.2099997042678297e-05,2.1000014385208488e-06,2.7999994927085936e-06
2,98,5.000001692678779e-06,1.679999695625156e-05,1.599999814061448e-05,1.5300000086426735e-05,2.099999983329326e-05,3.2099997042678297e-05,2.3000029614195228e-06,2.7999994927085936e-06
2,99,5.100002454128116e-06,1.670000347075984e-05,1.6399993910454214e-05,1.5499994333367795e-05,2.149999636458233e-05,3.2199997804127634e-05,2.1000014385208488e-06,8.100003469735384e-06
2,100,5.100002454128116e-06,1.7600003047846258e-05,1.6500001947861165e-05,1.5700003132224083e-05,2.160000440198928e-05,3.330000618007034e-05,2.299995685461909e-06,2.7999994927085936e-06
3,1,9.999996109399945e-06,3.800000558840111e-05,0.0001177999947685,2.680000034160912e-05,0.0001277999908779,6.480000593001023e-05,3.900000592693687e-06,4.699999408330768e-06
3,2,8.700000762473792e-06,3.51999988197349e-05,2.6599998818710446e-05,2.4400003894697875e-05,3.529999958118424e-05,5.9600002714432776e-05,2.800006768666208e-06,3.900000592693687e-06
3,3,8.100003469735384e-06,3.479999577393755e-05,0.0001293999957852,2.479999966453761e-05,0.0001374999992549,5.959999543847516e-05,3.000001015607268e-06,3.699999069795013e-06
3,4,8.700000762473792e-06,3.440000000409782e-05,2.5999994250014424e-05,4.999999509891495e-05,3.4699995012488216e-05,8.439999510301277e-05,3.4999975468963385e-06,3.7999998312443495e-06
3,5,8.299997716676444e-06,3.5700002626981586e-05,2.479999966453761e-05,2.359999780310318e-05,3.309999738121405e-05,5.9300000430084765e-05,2.4999972083605826e-06,3.699999069795013e-06
3,6,7.90000194683671e-06,3.440000000409782e-05,7.560000085504726e-05,2.450000465614721e-05,8.350000280188397e-05,5.890000466024503e-05,2.5000044843181968e-06,3.7999998312443495e-06
3,7,8.299997716676444e-06,3.460000152699649e-05,0.0001002000062726,2.450000465614721e-05,0.0001085000039893,5.9100006183143705e-05,2.6999987312592566e-06,3.699999069795013e-06
3,8,7.399998139590025e-06,2.809999568853528e-05,5.0300004659220576e-05,0.0004535999978543,5.77000027988106e-05,0.0004816999935428,4.599998646881431e-06,4.199995601084083e-06
3,9,1.019999763229862e-05,3.930000093532726e-05,0.000129600004584,4.859999899053946e-05,0.0001398000022163,8.789999992586672e-05,3.000001015607268e-06,3.699999069795013e-06
3,10,9.60000033956021e-06,3.650000144261867e-05,5.110000347485766e-05,2.520000271033496e-05,6.070000381441787e-05,6.170000415295362e-05,2.7000060072168708e-06,3.900000592693687e-06
3,11,8.600000001024455e-06,3.499999729683623e-05,5.059999966761097e-05,2.630000381032005e-05,5.919999966863543e-05,6.130000110715628e-05,2.59999796980992e-06,3.900000592693687e-06
3,12,8.700000762473792e-06,3.529999958118424e-05,0.0001005999947665,2.630000381032005e-05,0.0001092999955289,6.160000339150429e-05,2.59999796980992e-06,3.7999998312443495e-06
3,13,8.800001523923129e-06,3.489999653538689e-05,5.190000229049474e-05,2.59000007645227e-05,6.070000381441787e-05,6.079999729990959e-05,2.6999987312592566e-06,3.699999069795013e-06
3,14,8.800001523923129e-06,3.619999915827066e-05,0.0001008000035653,3.5400000342633575e-05,0.0001096000050893,7.159999950090423e-05,2.999993739649653e-06,3.699999069795013e-06
3,15,8.999995770864189e-06,3.499999729683623e-05,9.530000534141436e-05,4.8099995183292776e-05,0.0001043000011122,8.3099992480129e-05,2.59999796980992e-06,3.5999983083456755e-06
3,16,8.600000001024455e-06,3.510000533424318e-05,0.0001186999943456,2.459999814163893e-05,0.0001272999943466,5.970000347588211e-05,2.6999987312592566e-06,3.7999998312443495e-06
3,17,1.2499993317760529e-05,3.550000110408291e-05,0.0001208000030601,2.510000194888562e-05,0.0001332999963779,6.060000305296853e-05,2.7999994927085936e-06,3.7999998312443495e-06
3,18,8.700000762473792e-06,3.5400000342633575e-05,7.280000136233866e-05,2.5399996957276016e-05,8.150000212481245e-05,6.079999729990959e-05,2.59999796980992e-06,3.4999975468963385e-06
3,19,8.600000001024455e-06,3.450000076554716e-05,2.5600005756132305e-05,2.439999661874026e-05,3.420000575715676e-05,5.889999738428742e-05,2.3999964469112456e-06,3.5999983083456755e-06
3,20,8.000002708286047e-06,3.450000076554716e-05,7.560000085504726e-05,2.5300003471784294e-05,8.36000035633333e-05,5.980000423733145e-05,2.3999964469112456e-06,3.4999975468963385e-06
3,21,8.39999847812578e-06,3.5400000342633575e-05,5.1399998483248055e-05,2.479999966453761e-05,5.979999696137384e-05,6.0200000007171184e-05,2.90000025415793e-06,3.699999069795013e-06
3,22,8.299997716676444e-06,3.4199998481199145e-05,5.040000542066991e-05,2.549999771872536e-05,5.870000313734636e-05,5.96999961999245e-05,2.5000044843181968e-06,3.5999983083456755e-06
3,23,8.300004992634058e-06,3.5400000342633575e-05,9.940000018104912e-05,2.4900000425986946e-05,0.0001077000051736,6.030000076862052e-05,2.59999796980992e-06,3.699999069795013e-06
3,24,8.199996955227107e-06,3.440000000409782e-05,9.560000034980476e-05,2.469999890308827e-05,0.000103799997305,5.909999890718609e-05,2.4999972083605826e-06,3.5999983083456755e-06
3,25,8.39999847812578e-06,3.450000076554716e-05,9.390000195708126e-05,2.479999966453761e-05,0.0001023000004352,5.9300000430084765e-05,2.4999972083605826e-06,3.5000048228539526e-06
3,26,8.200004231184721e-06,3.449999348958954e-05,4.7599998652003706e-05,2.390000008745119e-05,5.5800002883188426e-05,5.839999357704073e-05,2.6000052457675338e-06,3.4999975468963385e-06
3,27,8.09999619377777e-06,3.4699995012488216e-05,9.73999995039776e-05,2.44999973801896e-05,0.0001054999956977,5.919999239267781e-05,2.3999964469112456e-06,3.5999983083456755e-06
3,28,7.999995432328433e-06,3.480000304989517e-05,9.509999654255807e-05,4.5900000259280205e-05,0.0001030999919748,8.070000330917537e-05,1.0700001439545304e-05,6.100002792663872e-06
3,29,1.2099997547920792e-05,4.159999662078917e-05,0.0001252999936696,2.9000002541579303e-05,0.0001373999912175,7.059999916236848e-05,3.7999998312443495e-06,4.3000036384910345e-06
3,30,9.999996109399945e-06,3.719999949680641e-05,8.350000280188397e-05,2.890000178012997e-05,9.349999891128392e-05,6.610000127693638e-05,3.400004061404616e-06,4.1000021155923605e-06
3,31,9.800001862458885e-06,3.6600002204068005e-05,0.0001095999978133,2.639999729581177e-05,0.0001193999996758,6.299999949987978e-05,3.1000017770566046e-06,4.1000021155923605e-06
3,32,9.60000033956021e-06,4.2599996959324926e-05,8.150000212481245e-05,2.709999534999952e-05,9.110000246437266e-05,6.969999230932444e-05,3.2999960239976645e-06,3.900000592693687e-06
3,33,9.200004569720475e-06,3.60000049113296e-05,8.080000407062471e-05,2.859999949578196e-05,9.000000864034519e-05,6.460000440711156e-05,2.90000025415793e-06,3.7999998312443495e-06
3,34,9.60000033956021e-06,3.779999678954482e-05,8.479999814881012e-05,2.719999611144885e-05,9.439999848837032e-05,6.499999290099367e-05,2.7000060072168708e-06,3.7999998312443495e-06
3,35,9.399998816661537e-06,3.51999988197349e-05,5.360000068321824e-05,2.5000001187436283e-05,6.299999949987978e-05,6.0200000007171184e-05,2.6999987312592566e-06,3.7999998312443495e-06
3,36,8.800001523923129e-06,3.429999924264848e-05,0.0001268999985768,4.910000279778615e-05,0.0001357000001007,8.340000204043463e-05,2.90000025415793e-06,3.7999998312443495e-06
3,37,9.10000380827114e-06,3.590000414988026e-05,9.93000066955574e-05,4.950000584358349e-05,0.0001084000105038,8.540000999346375e-05,3.000001015607268e-06,3.5999983083456755e-06
3,38,9.10000380827114e-06,3.560000186553225e-05,0.0001270000066142,2.78999941656366e-05,0.0001361000104225,6.349999603116885e-05,2.7999994927085936e-06,3.5000048228539526e-06
3,39,9.099996532313526e-06,3.51999988197349e-05,7.829999958630651e-05,2.609999501146376e-05,8.739999611862004e-05,6.129999383119866e-05,2.59999796980992e-06,4.999994416721165e-06
3,40,9.999996109399945e-06,3.740000101970509e-05,0.0001056999972206,2.6400004571769387e-05,0.00011569999333,6.380000559147447e-05,3.2000025385059416e-06,3.699999069795013e-06
3,41,9.300005331169814e-06,3.5700002626981586e-05,8.040000102482736e-05,2.7399997634347528e-05,8.970000635599717e-05,6.310000026132911e-05,3.2000025385059416e-06,3.5999983083456755e-06
3,42,9.10000380827114e-06,3.529999958118424e-05,0.0001250000059371,2.620000304887072e-05,0.0001341000097454,6.150000263005495e-05,2.7999994927085936e-06,3.699999069795013e-06
3,43,9.60000033956021e-06,3.5400000342633575e-05,7.6299998909235e-05,2.520000271033496e-05,8.589999924879521e-05,6.060000305296853e-05,2.6999987312592566e-06,3.5999983083456755e-06
3,44,1.4900004316587e-05,3.529999958118424e-05,9.850000060396268e-05,5.380000220611692e-05,0.0001134000049205,8.910000178730115e-05,6.299997039604932e-06,4.29999636253342e-06
3,45,9.499999578110874e-06,3.6499994166661054e-05,5.510000482900068e-05,2.600000152597204e-05,6.460000440711156e-05,6.249999569263309e-05,2.7999994927085936e-06,3.700006345752626e-06
3,46,8.800001523923129e-06,3.560000186553225e-05,7.879999611759558e-05,2.540000423323363e-05,8.759999764151871e-05,6.100000609876588e-05,2.6999987312592566e-06,3.7999998312443495e-06
