n,repetition,theta_NO_s,theta_BH_s,t_NO_s,t_BH_s,theta_plus_t_NO_s,theta_plus_t_BH_s,theta_NO_numba_s,theta_BH_numba_s
14,52,4.710000212071464e-05,0.0008843999967211,0.0075331999978516,0.0010399000020697,0.0075802999999723,0.0019242999987909,1.7599995771888644e-05,2.479999966453761e-05
14,53,4.859999899053946e-05,0.0009968000013031,0.0076434999937191,0.0019074999945587,0.0076920999927097,0.0029042999958619,1.1300006008241326e-05,2.5999994250014424e-05
14,54,4.819999594474211e-05,0.0008767999970586,0.0064652000000933,0.0025703999999677,0.006513399996038,0.0034471999970264,1.1100004485342652e-05,2.529999619582668e-05
14,55,5.5999997130129486e-05,0.001148600000306,0.0055277999999816,0.0019020999970962,0.0055837999971117,0.0030506999974022,1.1199997970834374e-05,2.630000381032005e-05
14,56,4.900000203633681e-05,0.0008993000010377,0.0063002000024425,0.0022546000036527,0.0063492000044789,0.0031539000046905,1.6999998479150236e-05,2.529999619582668e-05
14,57,4.780000017490238e-05,0.0008634999976493,0.0094669000027352,0.003033900000446,0.0095147000029101,0.0038973999980953,1.1199997970834374e-05,2.540000423323363e-05
14,58,4.7599998652003706e-05,0.000877099999343,0.0085666000013588,0.0020235999982105,0.0086142000000108,0.0029006999975536,1.170000177808106e-05,2.6299996534362435e-05
14,59,4.889999399892986e-05,0.0009166000018012,0.0074258999957237,0.0020734999998239,0.0074747999897226,0.0029901000016252,1.1099997209385036e-05,2.59000007645227e-05
14,60,4.799999442184344e-05,0.000877099999343,0.007998499997484,0.00188089999574,0.0080464999919058,0.002757999995083,1.1299998732283711e-05,2.6699999580159783e-05
14,61,4.950000584358349e-05,0.0008872000034898,0.0057838999928208,0.0009101999967242,0.0058333999986643,0.0017974000002141,8.499999239575118e-06,2.510000194888562e-05
14,62,4.769999941345304e-05,0.0008719999968889,0.0080595000035827,0.001715399994282,0.0081072000029962,0.0025873999911709,6.300004315562546e-06,2.349999704165384e-05
14,63,4.769999941345304e-05,0.0008785000027273,0.0063578999979654,0.0015266999980667,0.0064055999973788,0.0024052000007941,6.599999323952943e-06,2.390000008745119e-05
14,64,4.7400004405062646e-05,0.0008822000017971,0.0061685999971814,0.0020282000041333,0.0062160000015865,0.0029104000059305,1.1300006008241326e-05,2.660000609466806e-05
14,65,5.220000457484275e-05,0.0008755000017117,0.0077476000005844,0.0018204000007244,0.0077998000051593,0.0026959000024362,1.1199997970834374e-05,2.529999619582668e-05
14,66,4.919999628327787e-05,0.0008956999954534,0.0062596999996458,0.0020862000019405,0.006308899995929,0.002981899997394,7.000002369750291e-06,2.5500004994682968e-05
14,67,4.690000059781596e-05,0.0008180000004358,0.0082909999982803,0.0010409000024083,0.0083378999988781,0.0018589000028441,1.1099997209385036e-05,2.5800000003073364e-05
14,68,4.829999670619145e-05,0.0008812000014586,0.0063872999962768,0.0018540000019129,0.006435599992983,0.0027352000033715,8.39999847812578e-06,2.870000025723129e-05
14,69,4.820000322069973e-05,0.0009026000043377,0.0066292000046814,0.0015386000013677,0.0066774000079021,0.0024412000057054,1.1399999493733048e-05,2.5800000003073364e-05
14,70,4.8800000513438135e-05,0.0009228000053553,0.0070679000054951,0.001210100002936,0.0071167000060086,0.0021329000082914,7.599999662488699e-06,2.5000001187436283e-05
14,71,4.780000017490238e-05,0.000878200000443,0.0069236999988788,0.001689400000032,0.0069714999990537,0.002567600000475,1.3900003978051244e-05,3.2000003557186574e-05
14,72,6.379999831551686e-05,0.0010550000006332,0.007639299998118,0.0017114999936893,0.0077030999964335,0.0027664999943226,1.1299998732283711e-05,2.6100002287421376e-05
14,73,4.8000001697801054e-05,0.0008923999994294,0.0073010000050999,0.0016715999954612,0.0073490000067977,0.0025639999948907,9.10000380827114e-06,2.4100001610349864e-05
14,74,4.890000127488747e-05,0.0009054999973159,0.0078080000021145,0.0005674999993061,0.0078569000033894,0.001472999996622,7.800001185387373e-06,2.510000194888562e-05
14,75,4.7299996367655694e-05,0.0008880000023054,0.0061965999993844,0.0015316999997594,0.0062438999957521,0.0024197000020649,6.099995516706258e-06,2.4100001610349864e-05
14,76,4.829999670619145e-05,0.0008850000012898,0.0090540000019245,0.0015503999966313,0.0091022999986307,0.0024353999979211,1.1400006769690664e-05,2.59000007645227e-05
14,77,4.86999997519888e-05,0.0009969000020646,0.0087186000018846,0.0014051999969524,0.0087673000016366,0.002402099999017,1.1200005246791989e-05,2.630000381032005e-05
14,78,0.0001040999995893,0.0012914999970234,0.0063516000009258,0.0014418999999179,0.0064557000005152,0.0027333999969414,1.1299998732283711e-05,2.859999949578196e-05
14,79,4.749999789055437e-05,0.0008877000000211,0.0090749000009964,0.0021302000022842,0.0091223999988869,0.0030179000023053,1.1199997970834374e-05,2.540000423323363e-05
14,80,4.730000364361331e-05,0.0009627000035834,0.0073697000043466,0.0019213000050513,0.0074170000079902,0.0028840000086347,1.1299998732283711e-05,2.6299996534362435e-05
14,81,4.920000355923548e-05,0.0008975000018835,0.0079450999983237,0.0010376999998698,0.0079943000018829,0.0019352000017534,7.199996616691351e-06,2.439999661874026e-05
14,82,4.7400004405062646e-05,0.0009951999963959,0.0069423000022652,0.0019156999987899,0.0069897000066703,0.0029108999951859,1.3700002455152571e-05,3.239999932702631e-05
14,83,6.269999721553177e-05,0.000943199993344,0.0067265999969094,0.0022118000051705,0.006789299994125,0.0031549999985145,7.399998139590025e-06,2.3799999326001853e-05
14,84,4.780000017490238e-05,0.0008930000039981,0.0076045000023441,0.0017339999976684,0.007652300002519,0.0026270000016666,1.1199997970834374e-05,2.5699999241624027e-05
14,85,5.270000110613182e-05,0.0008785999962128,0.0079718999986653,0.0016258999967249,0.0080245999997714,0.0025044999929377,8.400005754083395e-06,2.459999814163893e-05
14,86,4.819999594474211e-05,0.0009012000009533,0.0072209999998449,0.0013493000005837,0.0072691999957896,0.0022505000015371,6.70000008540228e-06,2.4000000848900527e-05
14,87,4.8300003982149065e-05,0.0009256999983335,0.0075187000038567,0.001356200002192,0.0075670000078389,0.0022819000005256,1.1199997970834374e-05,2.649999805726111e-05
14,88,4.859999899053946e-05,0.0008669999951962,0.0073542999962228,0.002661700003955,0.0074028999952133,0.0035286999991512,7.999995432328433e-06,2.9299997549969703e-05
14,89,5.160000000614673e-05,0.0008822000017971,0.0065204000056837,0.0012131999974371,0.0065720000056899,0.0020953999992343,6.70000008540228e-06,2.349999704165384e-05
14,90,4.7599998652003706e-05,0.0008822000017971,0.0083296999946469,0.001759700004186,0.0083772999932989,0.0026419000059831,1.1199997970834374e-05,2.549999771872536e-05
14,91,4.859999899053946e-05,0.0008859000008669,0.0063473999980487,0.0015609999973094,0.0063959999970393,0.0024468999981763,1.049999991664663e-05,2.510000194888562e-05
14,92,4.89999947603792e-05,0.0008383000022149,0.0071460000035585,0.001775800003088,0.0071949999983189,0.002614100005303,6.70000008540228e-06,2.4400003894697875e-05
14,93,4.739999712910503e-05,0.0012251999942236,0.007440299996233,0.002019300001848,0.0074876999933621,0.0032444999960716,1.1299998732283711e-05,2.620000304887072e-05
14,94,5.199999577598646e-05,0.0008668000009492,0.0068455999935395,0.0007327999992412,0.0068975999893154,0.0015996000001905,1.0100004146806896e-05,3.03999986499548e-05
14,95,4.78999936603941e-05,0.0008660000021336,0.0062757999985478,0.0010548999998718,0.0063236999922082,0.0019209000020055,6.299997039604932e-06,2.409999433439225e-05
14,96,4.70000013592653e-05,0.0008850000012898,0.0091604999979608,0.0013923999940743,0.0092074999993201,0.0022773999953642,1.1199997970834374e-05,2.6699999580159783e-05
14,97,4.839999746764079e-05,0.0008918000021367,0.0072413999951095,0.001210100002936,0.0072897999925771,0.0021019000050728,1.09999964479357e-05,2.59000007645227e-05
14,98,4.7599998652003706e-05,0.0008847999997669,0.0074537999971653,0.002945100000943,0.0075013999958173,0.00382990000071,7.399998139590025e-06,2.4400003894697875e-05
14,99,4.780000017490238e-05,0.0008712999988347,0.0064118000009329,0.0020767000023624,0.0064596000011079,0.0029480000011972,8.999995770864189e-06,2.5699999241624027e-05
14,100,4.810000245925039e-05,0.0009124999996856,0.009368799997901,0.0020065000062459,0.0094169000003603,0.0029190000059315,1.080000220099464e-05,2.6599998818710446e-05
15,1,5.129999772179872e-05,0.001349799997115,0.01112429999921,0.002714800000831,0.0111755999969318,0.004064599997946,1.1500000255182384e-05,2.9299997549969703e-05
15,2,5.200000305194408e-05,0.0010410000031697,0.0216626000037649,0.0038320000021485,0.0217146000068169,0.0048730000053183,1.3500000932253895e-05,2.8800001018680632e-05
15,3,5.1899995014537126e-05,0.0010697999969124,0.0095904000045266,0.0020793999938177,0.0096422999995411,0.0031491999907302,1.1299998732283711e-05,2.870000025723129e-05
15,4,5.2600000344682485e-05,0.0010643999994499,0.0075324999997974,0.0027679000049829,0.0075851000001421,0.0038323000044329,1.3799995940644294e-05,3.5099998058285564e-05
15,5,6.489999941550195e-05,0.001308599996264,0.0079501000000163,0.0019419999953242,0.0080149999994318,0.0032505999915883,1.1299998732283711e-05,2.959999983431772e-05
15,6,5.109999619890005e-05,0.0010384999986854,0.0113961000024573,0.001919700000144,0.0114471999986562,0.0029581999988295,1.1199997970834374e-05,2.859999949578196e-05
15,7,5.200000305194408e-05,0.001037299996824,0.0102054999952088,0.001526100000774,0.0102574999982607,0.002563399997598,8.900002285372466e-06,2.830000448739156e-05
15,8,5.18000015290454e-05,0.0010487999970791,0.0083092999993823,0.0025796999980229,0.0083611000009113,0.0036284999951021,6.70000008540228e-06,2.7399997634347528e-05
15,9,5.249999958323315e-05,0.0010651000047801,0.0097810000006575,0.0016008000020519,0.0098335000002407,0.002665900006832,1.1099997209385036e-05,3.019999712705612e-05
15,10,5.249999958323315e-05,0.0010618000014801,0.0079504000023007,0.0016392999968957,0.0080029000018839,0.0027010999983758,1.1199997970834374e-05,2.9000002541579303e-05
15,11,5.059999966761097e-05,0.0010316999978385,0.0089854000034392,0.0025900000036926,0.0090360000031068,0.0036217000015312,6.50000583846122e-06,2.6699999580159783e-05
15,12,4.970000009052456e-05,0.0010476000024937,0.0082347999996272,0.001172399999632,0.0082844999997178,0.0022200000021257,6.499998562503606e-06,2.769999991869554e-05
15,13,4.980000085197389e-05,0.001027400001476,0.0101349999968078,0.0022864999991725,0.0101847999976598,0.0033139000006485,1.1299998732283711e-05,2.9100003303028643e-05
15,14,5.470000178320333e-05,0.0010982000021613,0.0099588000011863,0.0020562999998219,0.0100135000029695,0.0031545000019832,1.1199997970834374e-05,2.890000178012997e-05
15,15,5.160000000614673e-05,0.0010518999988562,0.0071362999951816,0.0017225999981747,0.0071878999951877,0.0027744999970309,8.000002708286047e-06,2.7900001441594213e-05
15,16,5.249999958323315e-05,0.0010321999943698,0.0080757000032463,0.0035215000025345,0.0081282000028295,0.0045536999969044,7.90000194683671e-06,2.5500004994682968e-05
15,17,5.190000229049474e-05,0.0010471999994479,0.0097868000011658,0.0024481000000378,0.0098387000034563,0.0034952999994857,1.1399999493733048e-05,2.930000482592732e-05
15,18,5.059999966761097e-05,0.0010277000037604,0.0081279000005451,0.0028906000006827,0.0081785000002128,0.0039183000044431,8.999995770864189e-06,2.859999949578196e-05
15,19,5.329999839887023e-05,0.0010193999987677,0.0078601999994134,0.0019213999985367,0.0079134999978123,0.0029407999973045,7.399998139590025e-06,2.710000262595713e-05
15,20,5.100000271340832e-05,0.0011082999990321,0.0084664000023622,0.0013469999976223,0.0085174000050756,0.0024552999966545,7.499998901039362e-06,2.7499998395796865e-05
15,21,4.990000161342323e-05,0.0010089999996125,0.011078900002758,0.0019040000042878,0.0111288000043714,0.0029130000039003,1.1299998732283711e-05,2.780000068014488e-05
15,22,5.219999729888514e-05,0.001106299998355,0.0083788999982061,0.0017399000062141,0.008431099995505,0.0028462000045692,1.1100004485342652e-05,2.729999687289819e-05
15,23,5.160000000614673e-05,0.0010582000031718,0.0093493000022135,0.0012102000036975,0.0094009000022197,0.0022684000068693,8.499999239575118e-06,2.639999729581177e-05
15,24,5.119999696034938e-05,0.0010488000043551,0.0096325999984401,0.0029933999976492,0.0096837999954004,0.0040422000020043,1.1200005246791989e-05,2.8800001018680632e-05
15,25,5.270000110613182e-05,0.0010420000035082,0.0091656000004149,0.0017159000053652,0.0092183000015211,0.0027579000088735,6.800000846851617e-06,2.720000338740647e-05
15,26,5.160000000614673e-05,0.0014480000027106,0.0094154000034905,0.0020145999951637,0.0094670000034966,0.0034625999978743,1.1099997209385036e-05,2.859999949578196e-05
15,27,5.18000015290454e-05,0.0010412000046926,0.010761999998067,0.0021061000006739,0.010813799999596,0.0031473000053665,1.1300006008241326e-05,3.139999898849055e-05
15,28,5.190000229049474e-05,0.0010396000070613,0.0082378999941283,0.0011931999979424,0.0082897999964188,0.0022328000050038,1.1300006008241326e-05,2.890000178012997e-05
15,29,5.170000076759607e-05,0.00106109999615,0.0103828999999677,0.0025955000019166,0.0104346000007353,0.0036565999980666,1.1200005246791989e-05,2.970000059576705e-05
15,30,5.300000339047983e-05,0.0010704999949666,0.010419099999126,0.0013481999994837,0.0104721000025165,0.0024186999944504,1.1400006769690664e-05,2.809999568853528e-05
15,31,5.090000195195898e-05,0.0010425000000395,0.0080477999945287,0.0013556999983848,0.0080986999964807,0.0023981999984243,7.899994670879096e-06,2.780000068014488e-05
15,32,5.0300004659220576e-05,0.0010259000046062,0.0091370000009192,0.0028321999998297,0.0091873000055784,0.0038581000044359,7.499998901039362e-06,2.6900001103058457e-05
15,33,5.0300004659220576e-05,0.0010268999976688,0.0092881000018678,0.0036684000006061,0.009338400006527,0.004695299998275,6.599999323952943e-06,2.600000152597204e-05
15,34,5.070000042906031e-05,0.0012216000031912,0.0079423000061069,0.003375699998287,0.007993000006536,0.0045973000014782,1.1200005246791989e-05,2.8399997972883284e-05
15,35,5.109999619890005e-05,0.0010505999962333,0.0088742000007187,0.0012953999976161,0.0089252999969176,0.0023459999938495,8.000002708286047e-06,2.860000677173957e-05
15,36,4.990000161342323e-05,0.0010409999958937,0.0091734999950858,0.002710400003707,0.0092233999966993,0.0037513999996008,1.1399999493733048e-05,2.890000178012997e-05
15,37,5.340000643627718e-05,0.0010709999987739,0.0103072000056272,0.0019060999984503,0.0103606000120635,0.0029770999972242,1.1399999493733048e-05,2.7999994927085936e-05
15,38,5.129999772179872e-05,0.0010542999953031,0.0105915999956778,0.0015820999979041,0.0106428999933996,0.0026363999932073,1.4400000509340316e-05,3.659999492811039e-05
15,39,6.940000457689166e-05,0.001254599999811,0.0074384999970789,0.0025009000019053,0.0075079000016557,0.0037555000017164,7.299997378140688e-06,2.7499998395796865e-05
15,40,5.20999965374358e-05,0.0010509999992791,0.0075176999962423,0.0013510999997379,0.0075697999927797,0.002402099999017,6.50000583846122e-06,2.699999458855018e-05
15,41,5.149999924469739e-05,0.0013883999999961,0.0102301000006264,0.0028650000022025,0.0102815999998711,0.0042534000021987,1.1299998732283711e-05,2.859999949578196e-05
15,42,5.160000000614673e-05,0.0014192000016919,0.01063769999746,0.0020835000032093,0.0106892999974661,0.0035027000049012,1.1199997970834374e-05,2.8299997211433947e-05
15,43,5.1899995014537126e-05,0.0011152000006404,0.008355300000403,0.0027975999983027,0.0084071999954176,0.0039127999989432,1.09999964479357e-05,2.859999949578196e-05
15,44,5.119999696034938e-05,0.0010340000008,0.0080050000033224,0.0025423000042792,0.0080562000002828,0.0035763000050792,1.1100004485342652e-05,3.0000002880115065e-05
15,45,5.20999965374358e-05,0.0010268000041833,0.0110716999988653,0.0023352999996859,0.0111237999954028,0.0033621000038692,1.0899995686486363e-05,2.9100003303028643e-05
15,46,5.360000068321824e-05,0.0012676999976974,0.00978860000032,0.0053891000061412,0.0098422000010032,0.0066568000038387,1.1199997970834374e-05,2.9100003303028643e-05
15,47,5.2799994591623545e-05,0.0010667000024113,0.0177996999991592,0.0019161000018357,0.0178524999937508,0.0029828000042471,9.800001862458885e-06,2.8100002964492887e-05
15,48,5.210000381339341e-05,0.0013439000031212,0.009313700000348,0.0020663999966927,0.0093658000041614,0.003410299999814,1.1300006008241326e-05,2.8200003725942224e-05
15,49,5.440000677481294e-05,0.0011009000008925,0.0081099000017275,0.001750000003085,0.0081643000085023,0.0028509000039775,1.1299998732283711e-05,2.939999831141904e-05
15,50,5.2600000344682485e-05,0.0010589000012259,0.0116286999982548,0.0013905999949201,0.0116812999985995,0.0024494999961461,1.1199997970834374e-05,2.9800001357216388e-05
15,51,5.160000000614673e-05,0.0010556000052019,0.0094704999937675,0.0013825999994878,0.0095220999937737,0.0024382000046898,1.1199997970834374e-05,2.9100003303028643e-05
15,52,5.049999890616164e-05,0.0010443999999552,0.0110220999995362,0.0028281999984756,0.0110725999984424,0.0038725999984308,1.1299998732283711e-05,2.9499999072868377e-05
15,53,5.200000305194408e-05,0.0010394999990239,0.0098330999971949,0.0019410000022617,0.0098851000002468,0.0029805000012856,2.2599997464567423e-05,2.849999873433262e-05
15,54,5.2900002629030496e-05,0.0010955999969155,0.0091259999971953,0.0023837000044295,0.0091788999998243,0.0034793000013451,1.1200005246791989e-05,2.919999678852037e-05
15,55,5.200000305194408e-05,0.0010443000064697,0.0085906000022077,0.0022925000012037,0.0086426000052597,0.0033368000076734,8.200004231184721e-06,2.6500005333218724e-05
15,56,5.210000381339341e-05,0.0010409000024083,0.0098066999998991,0.0016926000025705,0.0098588000037125,0.0027335000049788,7.499998901039362e-06,2.639999729581177e-05
15,57,5.1399998483248055e-05,0.0010282000002916,0.0089010999945458,0.0022181999956956,0.008952499993029,0.0032463999959873,1.3999997463542968e-05,3.579999611247331e-05
15,58,6.410000059986487e-05,0.0013461999988066,0.0092530000038095,0.0031373000019812,0.0093171000044094,0.0044835000007878,1.1399999493733048e-05,2.819999644998461e-05
15,59,5.339999916031957e-05,0.0010612999976729,0.0080626999988453,0.0042456999944988,0.0081160999980056,0.0053069999921717,1.3500000932253895e-05,3.629999991972e-05
15,60,6.520000169984996e-05,0.0013457999957608,0.0093826000011176,0.0018641999995452,0.0094478000028175,0.0032099999953061,7.400005415547639e-06,2.7799993404187265e-05
15,61,5.4499992984347045e-05,0.0010781000019051,0.0098595999952522,0.0013430999970296,0.0099140999882365,0.0024211999989347,1.1000003723893316e-05,2.9299997549969703e-05
15,62,5.210000381339341e-05,0.0010594999985187,0.007088800004567,0.0024215000012191,0.0071409000083804,0.0034809999997378,1.1099997209385036e-05,2.830000448739156e-05
15,63,5.109999619890005e-05,0.0010513000015635,0.0072980999975698,0.0011862000028486,0.0073491999937687,0.0022375000044121,7.90000194683671e-06,2.769999991869554e-05
15,64,5.160000000614673e-05,0.0010443999999552,0.0118179999990388,0.0021052000010968,0.011869599999045,0.003149600001052,1.1399999493733048e-05,2.870000025723129e-05
15,65,5.229999806033448e-05,0.0010389000017312,0.0086413999961223,0.0029381000058492,0.0086936999941826,0.0039770000075805,1.1199997970834374e-05,2.6900001103058457e-05
15,66,5.239999882178381e-05,0.0010309999997843,0.0094471999982488,0.0021040999999968,0.0094995999970706,0.0031350999997812,1.3899996702093633e-05,3.5899996873922646e-05
15,67,7.01000026310794e-05,0.0011764000009861,0.0086283999989973,0.0031795000031706,0.0086985000016284,0.0043559000041568,8.400005754083395e-06,2.769999991869554e-05
15,68,5.249999958323315e-05,0.0010401999970781,0.0095701999962329,0.002226899996458,0.0096226999958162,0.0032670999935362,1.1199997970834374e-05,2.890000178012997e-05
15,69,5.219999729888514e-05,0.001042600000801,0.009432700004254,0.0019055000011576,0.0094849000015528,0.0029481000019586,6.800000846851617e-06,2.6699999580159783e-05
15,70,5.190000229049474e-05,0.0010509999992791,0.0100982999938423,0.0019451999978628,0.0101501999961328,0.0029961999971419,7.800001185387373e-06,2.7499998395796865e-05
15,71,5.1500006520655006e-05,0.0010536000045249,0.0094207000001915,0.0017155000023194,0.0094722000067122,0.0027691000068443,7.800001185387373e-06,2.8399997972883284e-05
15,72,5.190000229049474e-05,0.0010428999958094,0.0087711000014678,0.0011646000057226,0.0088230000037583,0.002207500001532,1.1199997970834374e-05,2.9499999072868377e-05
15,73,5.239999882178381e-05,0.0010439000034239,0.0071310999992419,0.0011679000017466,0.0071834999980637,0.0022118000051705,6.999995093792677e-06,2.720000338740647e-05
15,74,5.18000015290454e-05,0.0010678000035113,0.0082813000044552,0.0008321999994223,0.0083331000059843,0.0019000000029336,8.600000001024455e-06,2.699999458855018e-05
15,75,4.9899994337465614e-05,0.0010276999964844,0.0097212999971816,0.0021054999961052,0.009771199991519,0.0031331999925896,9.499999578110874e-06,2.8800001018680632e-05
15,76,4.980000085197389e-05,0.0010132000024896,0.0096145999996224,0.0021192000058363,0.0096644000004744,0.0031324000083259,1.1199997970834374e-05,2.8800001018680632e-05
15,77,5.280000186758116e-05,0.0010677999962354,0.0086530999979004,0.0020643000025302,0.008705899999768,0.0031320999987656,8.09999619377777e-06,2.7399997634347528e-05
15,78,5.160000000614673e-05,0.0010449999972479,0.0086418999999295,0.0021355999997467,0.0086934999999357,0.0031805999969947,7.599999662488699e-06,2.7900001441594213e-05
15,79,5.20999965374358e-05,0.0011128000041935,0.0079058999981498,0.0028485000002547,0.0079579999946872,0.0039613000044482,6.299997039604932e-06,2.729999687289819e-05
15,80,5.129999772179872e-05,0.0010729999994509,0.009107000005315,0.0021070999937364,0.0091583000030368,0.0031800999931874,1.1199997970834374e-05,2.970000059576705e-05
15,81,5.269999383017421e-05,0.0010475000017322,0.0117612000030931,0.0024510000002919,0.0118138999969232,0.0034985000020242,1.1200005246791989e-05,2.840000524884089e-05
15,82,5.1500006520655006e-05,0.0010495000024093,0.0086193999959505,0.0018994999991264,0.0086709000024711,0.0029490000015357,1.1399999493733048e-05,2.989999484270811e-05
15,83,5.199999577598646e-05,0.0010525999969104,0.0104543000052217,0.0019081999998888,0.0105063000009977,0.0029607999967993,1.429999974789098e-05,2.939999831141904e-05
15,84,5.1399998483248055e-05,0.0010437999953865,0.0113413999933982,0.002309100003913,0.0113927999918814,0.0033528999992995,1.1299998732283711e-05,2.8399997972883284e-05
15,85,5.280000186758116e-05,0.0010509999992791,0.0088794000039342,0.0013458999965223,0.0089322000058018,0.0023968999958015,1.1199997970834374e-05,2.890000178012997e-05
15,86,5.149999924469739e-05,0.0010590000019874,0.0089864000037778,0.0021494999964488,0.0090379000030225,0.0032084999984363,1.09999964479357e-05,2.859999949578196e-05
15,87,5.240000609774143e-05,0.0010430000038468,0.0090459000057308,0.0020881000018562,0.0090983000118285,0.003131100005703,7.299997378140688e-06,2.710000262595713e-05
15,88,5.119999696034938e-05,0.0010734999959822,0.0070488999990629,0.0022685000003548,0.0071000999960233,0.0033419999963371,1.3800003216601908e-05,3.529999958118424e-05
15,89,5.610000516753644e-05,0.0010726999971666,0.0084665999966091,0.002641200000653,0.0085227000017766,0.0037138999978196,1.509999856352806e-05,2.899999526562169e-05
15,90,5.200000305194408e-05,0.0010332000019843,0.0097866000069188,0.0015211000063573,0.0098386000099708,0.0025543000083416,1.1399999493733048e-05,2.9999995604157448e-05
15,91,5.199999577598646e-05,0.0010567999997874,0.0097138000055565,0.0017459000009694,0.0097658000013325,0.0028027000007568,1.1399999493733048e-05,2.8800001018680632e-05
15,92,5.149999924469739e-05,0.0010505000027478,0.0099373999983072,0.0101189999986672,0.0099888999975519,0.0111695000014151,1.2700002116616815e-05,3.03999986499548e-05
15,93,5.380000220611692e-05,0.0010431999980937,0.0116239999988465,0.0020747999951709,0.0116778000010526,0.0031179999932646,1.1199997970834374e-05,2.8299997211433947e-05
15,94,5.210000381339341e-05,0.0010160000019823,0.0101301000031526,0.0035873999950126,0.010182200006966,0.0046033999969949,1.1399999493733048e-05,2.9100003303028643e-05
15,95,5.179999425308779e-05,0.0010402999978396,0.0085581999956048,0.0020205999971949,0.0086099999898578,0.0030608999950345,8.800001523923129e-06,2.769999991869554e-05
15,96,5.169999349163845e-05,0.0010495000024093,0.0089309999966644,0.0020835000032093,0.0089826999901561,0.0031330000056186,7.300004654098302e-06,2.780000068014488e-05
15,97,5.219999729888514e-05,0.0010562999959802,0.0106177999987266,0.0032554999997955,0.0106699999960255,0.0043117999957758,1.3700002455152571e-05,3.760000254260376e-05
15,98,6.630000279983506e-05,0.0012244999961694,0.0103334000014001,0.0028189000004203,0.0103997000041999,0.0040433999965898,1.0799994925037026e-05,2.9000002541579303e-05
15,99,5.149999924469739e-05,0.0013003999993088,0.0091162999960943,0.0017742999989422,0.009167799995339,0.0030746999982511,1.1000003723893316e-05,2.859999949578196e-05
15,100,5.190000229049474e-05,0.0010506000035093,0.0085799999942537,0.002090699999826,0.0086318999965442,0.0031413000033353,1.550000160932541e-05,6.829999620094895e-05
16,1,9.169999975711109e-05,0.0014515000002575,0.0117805000045336,0.0040530000042053,0.0118722000042907,0.0055045000044628,9.800001862458885e-06,3.149999974993989e-05
16,2,5.609999789157882e-05,0.0012583000061567,0.0124944999988656,0.0029814000008627,0.0125505999967572,0.0042397000070195,8.499999239575118e-06,2.979999408125877e-05
16,3,5.540000711334869e-05,0.0012305999989621,0.0111634999993839,0.0017788000041036,0.0112189000064972,0.0030094000030658,1.1600001016631722e-05,3.3700001949910074e-05
16,4,5.819999933009967e-05,0.0012444000021787,0.013812199998938,0.0023055999990901,0.0138703999982681,0.0035500000012689,1.1399999493733048e-05,3.300000389572233e-05
16,5,5.6400000175926834e-05,0.0012310999954934,0.0125501000002259,0.0019616999998106,0.0126065000004018,0.003192799995304,1.1600001016631722e-05,3.210000431863591e-05
16,6,5.650000093737617e-05,0.0012303999974392,0.0099650000047404,0.0013221999979577,0.0100215000056778,0.002552599995397,1.170000177808106e-05,3.279999509686604e-05
16,7,6.040000153006986e-05,0.001232999995409,0.0108214000065345,0.004887700000836,0.0108818000080646,0.006120699996245,1.3800003216601908e-05,4.919999628327787e-05
16,8,7.339999865507707e-05,0.0012522999968496,0.012874300002295,0.0029175000017858,0.0129477000009501,0.0041697999986354,1.4000004739500582e-05,3.9399994420818985e-05
16,9,7.020000339252874e-05,0.0013277999969432,0.0108054000011179,0.0034153999949921,0.0108756000045104,0.0047431999919353,1.1399999493733048e-05,3.450000076554716e-05
16,10,5.750000127591193e-05,0.0012403000000631,0.0103593000021646,0.0052829999985988,0.0104168000034405,0.0065232999986619,1.1299998732283711e-05,3.310000465717167e-05
16,11,5.94000011915341e-05,0.0016017999951145,0.0134343999961856,0.0025382000021636,0.0134937999973772,0.0041399999972782,1.0700001439545304e-05,3.189999551977962e-05
16,12,5.6400000175926834e-05,0.0012384000001475,0.0128442999994149,0.0034224999981233,0.0129006999995908,0.0046608999982709,1.1500000255182384e-05,4.079999780515209e-05
16,13,7.190000178525224e-05,0.0016735000026528,0.014575799999875,0.0018152000047848,0.0146477000016602,0.0034887000074377,1.1500000255182384e-05,3.199999628122896e-05
16,14,5.6400000175926834e-05,0.001270699998713,0.0137071999997715,0.0031836999987717,0.0137635999999474,0.0044543999974848,8.499999239575118e-06,3.1100003980100155e-05
16,15,5.62999994144775e-05,0.0012243000019225,0.011191300000064,0.0037760999985039,0.0112475999994785,0.0050004000004264,7.000002369750291e-06,2.859999949578196e-05
16,16,5.650000093737617e-05,0.0012589000034495,0.0122533999965526,0.0034947000021929,0.0123098999974899,0.0047536000056425,1.1500000255182384e-05,3.260000084992498e-05
16,17,5.619999865302816e-05,0.0012320000023464,0.0110289000003831,0.002758000002359,0.0110850999990361,0.0039900000047055,1.0100004146806896e-05,3.2699994335416704e-05
16,18,5.699999746866524e-05,0.0012370999975246,0.0135959999970509,0.0022890000036568,0.0136529999945196,0.0035261000011814,1.1300006008241326e-05,3.239999932702631e-05
16,19,5.6400000175926834e-05,0.001176600002509,0.0137022999988403,0.0023694000046816,0.0137586999990162,0.0035460000071907,1.170000177808106e-05,3.2199997804127634e-05
